ИНД (ТБ_ГОСБ_ТН);ИНД (ТБ_ГОСБ_ФИО);ТН 10;ТБ;ГОСБ;КМ;Эффективный КМ;2025, тыс. руб.;2024, тыс. руб. на конец месяца;Прирост, %;Прирост, тыс. руб.;ОД конец квартала, тыс. руб.
Байкальский банк_Бурятское ГОСБ №8601_7159867121;Байкальский банк_Бурятское ГОСБ №8601_Михайлов Дмитрий Алексеевич;7159867121;Байкальский банк;Бурятское ГОСБ №8601;Михайлов Дмитрий Алексеевич;👍;129833;N/A;N/A;N/A;N/A
Байкальский банк_Бурятское ГОСБ №8601_7159867121;Байкальский банк_Бурятское ГОСБ №8601_Михайлов Дмитрий Алексеевич;7159867121;Байкальский банк;Бурятское ГОСБ №8601;Михайлов Дмитрий Алексеевич;👍;195992;129833.0;50.96;66159.0;195992.0
Байкальский банк_Бурятское ГОСБ №8601_7586900018;Байкальский банк_Бурятское ГОСБ №8601_Павлов Сергей Александрович;7586900018;Байкальский банк;Бурятское ГОСБ №8601;Павлов Сергей Александрович;👍;213855;89997.0;137.62;123858.0;213855.0
Байкальский банк_Бурятское ГОСБ №8601_7586900018;Байкальский банк_Бурятское ГОСБ №8601_Павлов Сергей Александрович;7586900018;Байкальский банк;Бурятское ГОСБ №8601;Павлов Сергей Александрович;👍;89997;N/A;N/A;N/A;N/A
Байкальский банк_Бурятское ГОСБ №8601_7703426188;Байкальский банк_Бурятское ГОСБ №8601_Козлов Арина Алексеевна;7703426188;Байкальский банк;Бурятское ГОСБ №8601;Козлов Арина Алексеевна;👍;217011;164723.0;31.74;52288.0;217011.0
Байкальский банк_Бурятское ГОСБ №8601_7703426188;Байкальский банк_Бурятское ГОСБ №8601_Козлов Арина Алексеевна;7703426188;Байкальский банк;Бурятское ГОСБ №8601;Козлов Арина Алексеевна;👍;164723;N/A;N/A;N/A;N/A
Байкальский банк_Бурятское ГОСБ №8601_8054143156;Байкальский банк_Бурятское ГОСБ №8601_Морозов Павел Максимович;8054143156;Байкальский банк;Бурятское ГОСБ №8601;Морозов Павел Максимович;👍;148613;102391.0;45.14;46222.0;148613.0
Байкальский банк_Бурятское ГОСБ №8601_8054143156;Байкальский банк_Бурятское ГОСБ №8601_Морозов Павел Максимович;8054143156;Байкальский банк;Бурятское ГОСБ №8601;Морозов Павел Максимович;👍;102391;N/A;N/A;N/A;N/A
Байкальский банк_Бурятское ГОСБ №8601_8337342532;Байкальский банк_Бурятское ГОСБ №8601_Лебедев Мария Михайловна;8337342532;Байкальский банк;Бурятское ГОСБ №8601;Лебедев Мария Михайловна;👍;160332;159947.0;0.24;385.0;160332.0
Байкальский банк_Бурятское ГОСБ №8601_8337342532;Байкальский банк_Бурятское ГОСБ №8601_Лебедев Мария Михайловна;8337342532;Байкальский банк;Бурятское ГОСБ №8601;Лебедев Мария Михайловна;👍;159947;N/A;N/A;N/A;N/A
